# 0 0
-5.0000000000000e-01 0 0
-4.9800000000000e-01 0 0
-4.9600000000000e-01 0 0
-4.9400000000000e-01 0 0
-4.9200000000000e-01 0 0
-4.9000000000000e-01 0 0
-4.8800000000000e-01 0 0
-4.8600000000000e-01 0 0
-4.8400000000000e-01 0 0
-4.8200000000000e-01 0 0
-4.8000000000000e-01 0 0
-4.7800000000000e-01 0 0
-4.7600000000000e-01 0 0
-4.7400000000000e-01 0 0
-4.7200000000000e-01 0 0
-4.7000000000000e-01 0 0
-4.6800000000000e-01 0 0
-4.6600000000000e-01 0 0
-4.6400000000000e-01 0 0
-4.6200000000000e-01 0 0
-4.6000000000000e-01 0 0
-4.5800000000000e-01 0 0
-4.5600000000000e-01 0 0
-4.5400000000000e-01 0 0
-4.5200000000000e-01 0 0
-4.5000000000000e-01 0 0
-4.4800000000000e-01 0 0
-4.4600000000000e-01 0 0
-4.4400000000000e-01 0 0
-4.4200000000000e-01 0 0
-4.4000000000000e-01 0 0
-4.3800000000000e-01 0 0
-4.3600000000000e-01 0 0
-4.3400000000000e-01 0 0
-4.3200000000000e-01 0 0
-4.3000000000000e-01 0 0
-4.2800000000000e-01 0 0
-4.2600000000000e-01 0 0
-4.2400000000000e-01 0 0
-4.2200000000000e-01 0 0
-4.2000000000000e-01 0 0
-4.1800000000000e-01 0 0
-4.1600000000000e-01 0 0
-4.1400000000000e-01 0 0
-4.1200000000000e-01 0 0
-4.1000000000000e-01 0 0
-4.0800000000000e-01 0 0
-4.0600000000000e-01 0 0
-4.0400000000000e-01 0 0
-4.0200000000000e-01 0 0
-4.0000000000000e-01 0 0
-3.9800000000000e-01 0 0
-3.9600000000000e-01 0 0
-3.9400000000000e-01 0 0
-3.9200000000000e-01 0 0
-3.9000000000000e-01 0 0
-3.8800000000000e-01 0 0
-3.8600000000000e-01 0 0
-3.8400000000000e-01 0 0
-3.8200000000000e-01 0 0
-3.8000000000000e-01 0 0
-3.7800000000000e-01 0 0
-3.7600000000000e-01 0 0
-3.7400000000000e-01 0 0
-3.7200000000000e-01 0 0
-3.7000000000000e-01 0 0
-3.6800000000000e-01 0 0
-3.6600000000000e-01 0 0
-3.6400000000000e-01 0 0
-3.6200000000000e-01 0 0
-3.6000000000000e-01 0 0
-3.5800000000000e-01 0 0
-3.5600000000000e-01 0 0
-3.5400000000000e-01 0 0
-3.5200000000000e-01 0 0
-3.5000000000000e-01 0 0
-3.4800000000000e-01 0 0
-3.4600000000000e-01 0 0
-3.4400000000000e-01 0 0
-3.4200000000000e-01 0 0
-3.4000000000000e-01 0 0
-3.3800000000000e-01 0 0
-3.3600000000000e-01 0 0
-3.3400000000000e-01 0 0
-3.3200000000000e-01 0 0
-3.3000000000000e-01 0 0
-3.2800000000000e-01 0 0
-3.2600000000000e-01 0 0
-3.2400000000000e-01 0 0
-3.2200000000000e-01 0 0
-3.2000000000000e-01 0 -0.000116846
-3.1800000000000e-01 0 -0.00829758
-3.1600000000000e-01 0 -0.0546845
-3.1400000000000e-01 0 -0.245214
-3.1200000000000e-01 0 -0.490738
-3.1000000000000e-01 0 -0.750257
-3.0800000000000e-01 0 -0.951023
-3.0600000000000e-01 0 -1.20908
-3.0400000000000e-01 0 -1.55918
-3.0200000000000e-01 0 -1.97469
-3.0000000000000e-01 0 -2.42514
-2.9800000000000e-01 0 -2.97443
-2.9600000000000e-01 0.000523665 -3.70899
-2.9400000000000e-01 0.0207523 -4.77508
-2.9200000000000e-01 0.138144 -6.58518
-2.9000000000000e-01 0.525162 -9.09123
-2.8800000000000e-01 0.984573 -11.2309
-2.8600000000000e-01 1.54464 -12.7267
-2.8400000000000e-01 2.13003 -13.6195
-2.8200000000000e-01 3.05605 -12.8709
-2.8000000000000e-01 4.32594 -9.45755
-2.7800000000000e-01 6.14713 -4.79171
-2.7600000000000e-01 8.95559 -4.18697
-2.7400000000000e-01 14.5726 -13.6608
-2.7200000000000e-01 23.8315 -31.7078
-2.7000000000000e-01 33.0418 -41.3561
-2.6800000000000e-01 32.5797 -39.0058
-2.6600000000000e-01 22.7624 -24.3706
-2.6400000000000e-01 37.3497 -11.9079
-2.6200000000000e-01 59.0281 -11.0745
-2.6000000000000e-01 67.714 -49.2005
-2.5800000000000e-01 43.0703 -90.4967
-2.5600000000000e-01 14.8196 -146.309
-2.5400000000000e-01 63.0274 -128.413
-2.5200000000000e-01 145.49 -108.589
-2.5000000000000e-01 220.67 -210.233
-2.4800000000000e-01 275.766 -251.914
-2.4600000000000e-01 318.764 -339.032
-2.4400000000000e-01 336.282 -212.785
-2.4200000000000e-01 286.588 -188.058
-2.4000000000000e-01 187.45 -119.316
-2.3800000000000e-01 135.544 -117.566
-2.3600000000000e-01 119.79 -181.278
-2.3400000000000e-01 174.791 -231.239
-2.3200000000000e-01 241.815 -206.97
-2.3000000000000e-01 237.693 -118.814
